"state","year","race","rate","disease"
"Colorado",2021,"Asian",189.3,"chlamydia"
"Colorado",2021,"Native.Hawaiian.or.Pacific.Islander",903.2,"chlamydia"
"Colorado",2021,"Multiple.races",167.9,"chlamydia"
"Colorado",2021,"Overall",460,"chlamydia"
"Connecticut",2021,"White",130.5,"chlamydia"
"Connecticut",2021,"Black",773.9,"chlamydia"
"Connecticut",2021,"Hispanic",0,"chlamydia"
"Connecticut",2021,"AmericanIndian_AlaskaNative",419.2,"chlamydia"
"Connecticut",2021,"Asian",50.6,"chlamydia"
"Connecticut",2021,"Native.Hawaiian.or.Pacific.Islander",0,"chlamydia"
"Connecticut",2021,"Multiple.races",0,"chlamydia"
"Connecticut",2021,"Overall",409,"chlamydia"
"Delaware",2021,"White",170.7,"chlamydia"
"Delaware",2021,"Black",937.8,"chlamydia"
"Delaware",2021,"Hispanic",318.1,"chlamydia"
"Delaware",2021,"AmericanIndian_AlaskaNative",98.9,"chlamydia"
"Delaware",2021,"Asian",60.1,"chlamydia"
"Delaware",2021,"Native.Hawaiian.or.Pacific.Islander",557.1,"chlamydia"
"Delaware",2021,"Multiple.races",15.9,"chlamydia"
"Delaware",2021,"Overall",486,"chlamydia"
"District of Columbia",2021,"White",76.9,"chlamydia"
"District of Columbia",2021,"Black",144.6,"chlamydia"
"District of Columbia",2021,"Hispanic",137.8,"chlamydia"
"District of Columbia",2021,"AmericanIndian_AlaskaNative",144.6,"chlamydia"
"District of Columbia",2021,"Asian",40.9,"chlamydia"
"District of Columbia",2021,"Native.Hawaiian.or.Pacific.Islander",0,"chlamydia"
"District of Columbia",2021,"Multiple.races",0,"chlamydia"
"District of Columbia",2021,"Overall",1037.5,"chlamydia"
"Florida",2021,"White",159.4,"chlamydia"
"Florida",2021,"Black",943.6,"chlamydia"
"Florida",2021,"Hispanic",270,"chlamydia"
"Florida",2021,"AmericanIndian_AlaskaNative",191.2,"chlamydia"
"Florida",2021,"Asian",102.3,"chlamydia"
"Florida",2021,"Native.Hawaiian.or.Pacific.Islander",632.1,"chlamydia"
"Florida",2021,"Multiple.races",0,"chlamydia"
"Florida",2021,"Overall",479,"chlamydia"
"Georgia",2021,"White",232.8,"chlamydia"
"Georgia",2021,"Black",NA,"chlamydia"
"Georgia",2021,"Hispanic",383.1,"chlamydia"
"Georgia",2021,"AmericanIndian_AlaskaNative",460.5,"chlamydia"
"Georgia",2021,"Asian",118.7,"chlamydia"
"Georgia",2021,"Native.Hawaiian.or.Pacific.Islander",605,"chlamydia"
"Georgia",2021,"Multiple.races",11.5,"chlamydia"
"Georgia",2021,"Overall",629,"chlamydia"
"Hawaii",2021,"White",222.3,"chlamydia"
"Hawaii",2021,"Black",877.5,"chlamydia"
"Hawaii",2021,"Hispanic",182.3,"chlamydia"
"Hawaii",2021,"AmericanIndian_AlaskaNative",484,"chlamydia"
"Hawaii",2021,"Asian",118.5,"chlamydia"
"Hawaii",2021,"Native.Hawaiian.or.Pacific.Islander",526.5,"chlamydia"
"Hawaii",2021,"Multiple.races",85.2,"chlamydia"
"Hawaii",2021,"Overall",422,"chlamydia"
"Idaho",2021,"White",192.3,"chlamydia"
"Idaho",2021,"Black",959.1,"chlamydia"
"Idaho",2021,"Hispanic",416.8,"chlamydia"
"Idaho",2021,"AmericanIndian_AlaskaNative",448.7,"chlamydia"
"Idaho",2021,"Asian",116.3,"chlamydia"
"Idaho",2021,"Native.Hawaiian.or.Pacific.Islander",405.4,"chlamydia"
"Idaho",2021,"Multiple.races",806.2,"chlamydia"
"Idaho",2021,"Overall",333,"chlamydia"
"Illinois",2021,"White",203.8,"chlamydia"
"Illinois",2021,"Black",NA,"chlamydia"
"Illinois",2021,"Hispanic",559.7,"chlamydia"
"Illinois",2021,"AmericanIndian_AlaskaNative",474.3,"chlamydia"
"Illinois",2021,"Asian",123.8,"chlamydia"
"Illinois",2021,"Native.Hawaiian.or.Pacific.Islander",NA,"chlamydia"
"Illinois",2021,"Multiple.races",263.8,"chlamydia"
"Illinois",2021,"Overall",567,"chlamydia"
"Indiana",2021,"White",218.7,"chlamydia"
"Indiana",2021,"Black",NA,"chlamydia"
"Indiana",2021,"Hispanic",458.7,"chlamydia"
"Indiana",2021,"AmericanIndian_AlaskaNative",259.2,"chlamydia"
"Indiana",2021,"Asian",110.1,"chlamydia"
"Indiana",2021,"Native.Hawaiian.or.Pacific.Islander",NA,"chlamydia"
"Indiana",2021,"Multiple.races",478.8,"chlamydia"
"Indiana",2021,"Overall",511,"chlamydia"
"Iowa",2021,"White",308.6,"chlamydia"
"Iowa",2021,"Black",NA,"chlamydia"
"Iowa",2021,"Hispanic",717.3,"chlamydia"
"Iowa",2021,"AmericanIndian_AlaskaNative",986.2,"chlamydia"
"Iowa",2021,"Asian",233,"chlamydia"
"Iowa",2021,"Native.Hawaiian.or.Pacific.Islander",NA,"chlamydia"
"Iowa",2021,"Multiple.races",314.7,"chlamydia"
"Iowa",2021,"Overall",489,"chlamydia"
"Kansas",2021,"White",315.4,"chlamydia"
"Kansas",2021,"Black",NA,"chlamydia"
"Kansas",2021,"Hispanic",657.3,"chlamydia"
"Kansas",2021,"AmericanIndian_AlaskaNative",562.2,"chlamydia"
"Kansas",2021,"Asian",173.8,"chlamydia"
"Kansas",2021,"Native.Hawaiian.or.Pacific.Islander",869.3,"chlamydia"
"Kansas",2021,"Multiple.races",0,"chlamydia"
"Kansas",2021,"Overall",506,"chlamydia"
"Kentucky",2021,"White",184.1,"chlamydia"
"Kentucky",2021,"Black",894.3,"chlamydia"
"Kentucky",2021,"Hispanic",237.3,"chlamydia"
"Kentucky",2021,"AmericanIndian_AlaskaNative",332.9,"chlamydia"
"Kentucky",2021,"Asian",76.1,"chlamydia"
"Kentucky",2021,"Native.Hawaiian.or.Pacific.Islander",143.5,"chlamydia"
"Kentucky",2021,"Multiple.races",NA,"chlamydia"
"Kentucky",2021,"Overall",410,"chlamydia"
"Louisiana",2021,"White",309,"chlamydia"
"Louisiana",2021,"Black",NA,"chlamydia"
"Louisiana",2021,"Hispanic",499.7,"chlamydia"
"Louisiana",2021,"AmericanIndian_AlaskaNative",247.1,"chlamydia"
"Louisiana",2021,"Asian",235.5,"chlamydia"
"Louisiana",2021,"Native.Hawaiian.or.Pacific.Islander",NA,"chlamydia"
"Louisiana",2021,"Multiple.races",821.9,"chlamydia"
"Louisiana",2021,"Overall",730,"chlamydia"
"Maine",2021,"White",155,"chlamydia"
"Maine",2021,"Black",751.3,"chlamydia"
"Maine",2021,"Hispanic",207.1,"chlamydia"
"Maine",2021,"AmericanIndian_AlaskaNative",191.2,"chlamydia"
"Maine",2021,"Asian",151.9,"chlamydia"
"Maine",2021,"Native.Hawaiian.or.Pacific.Islander",219.3,"chlamydia"
"Maine",2021,"Multiple.races",65.7,"chlamydia"
"Maine",2021,"Overall",246,"chlamydia"
"Maryland",2021,"White",NA,"chlamydia"
"Maryland",2021,"Black",NA,"chlamydia"
"Maryland",2021,"Hispanic",NA,"chlamydia"
"Maryland",2021,"AmericanIndian_AlaskaNative",NA,"chlamydia"
"Maryland",2021,"Asian",NA,"chlamydia"
"Maryland",2021,"Native.Hawaiian.or.Pacific.Islander",NA,"chlamydia"
"Maryland",2021,"Multiple.races",NA,"chlamydia"
"Maryland",2021,"Overall",NA,"chlamydia"
"Massachusetts",2021,"White",93.9,"chlamydia"
"Massachusetts",2021,"Black",681.6,"chlamydia"
"Massachusetts",2021,"Hispanic",490,"chlamydia"
"Massachusetts",2021,"AmericanIndian_AlaskaNative",140.2,"chlamydia"
"Massachusetts",2021,"Asian",107,"chlamydia"
"Massachusetts",2021,"Native.Hawaiian.or.Pacific.Islander",222.7,"chlamydia"
"Massachusetts",2021,"Multiple.races",64.9,"chlamydia"
"Massachusetts",2021,"Overall",386,"chlamydia"
"Michigan",2021,"White",183,"chlamydia"
"Michigan",2021,"Black",NA,"chlamydia"
"Michigan",2021,"Hispanic",413.6,"chlamydia"
"Michigan",2021,"AmericanIndian_AlaskaNative",340,"chlamydia"
"Michigan",2021,"Asian",84.4,"chlamydia"
"Michigan",2021,"Native.Hawaiian.or.Pacific.Islander",921.5,"chlamydia"
"Michigan",2021,"Multiple.races",65.7,"chlamydia"
"Michigan",2021,"Overall",452,"chlamydia"
"Minnesota",2021,"White",205.5,"chlamydia"
"Minnesota",2021,"Black",NA,"chlamydia"
"Minnesota",2021,"Hispanic",674.7,"chlamydia"
"Minnesota",2021,"AmericanIndian_AlaskaNative",NA,"chlamydia"
"Minnesota",2021,"Asian",262.2,"chlamydia"
"Minnesota",2021,"Native.Hawaiian.or.Pacific.Islander",NA,"chlamydia"
"Minnesota",2021,"Multiple.races",123.8,"chlamydia"
"Minnesota",2021,"Overall",396,"chlamydia"
"Mississippi",2021,"White",148.2,"chlamydia"
"Mississippi",2021,"Black",984.6,"chlamydia"
"Mississippi",2021,"Hispanic",82.6,"chlamydia"
"Mississippi",2021,"AmericanIndian_AlaskaNative",647,"chlamydia"
"Mississippi",2021,"Asian",64.4,"chlamydia"
"Mississippi",2021,"Native.Hawaiian.or.Pacific.Islander",878,"chlamydia"
"Mississippi",2021,"Multiple.races",245.8,"chlamydia"
"Mississippi",2021,"Overall",750,"chlamydia"
"Missouri",2021,"White",259.6,"chlamydia"
"Missouri",2021,"Black",NA,"chlamydia"
"Missouri",2021,"Hispanic",450.7,"chlamydia"
"Missouri",2021,"AmericanIndian_AlaskaNative",147.4,"chlamydia"
"Missouri",2021,"Asian",130.7,"chlamydia"
"Missouri",2021,"Native.Hawaiian.or.Pacific.Islander",487.7,"chlamydia"
"Missouri",2021,"Multiple.races",439.1,"chlamydia"
"Missouri",2021,"Overall",517,"chlamydia"
"Montana",2021,"White",284.4,"chlamydia"
"Montana",2021,"Black",NA,"chlamydia"
"Montana",2021,"Hispanic",360.3,"chlamydia"
"Montana",2021,"AmericanIndian_AlaskaNative",NA,"chlamydia"
"Montana",2021,"Asian",103.3,"chlamydia"
"Montana",2021,"Native.Hawaiian.or.Pacific.Islander",NA,"chlamydia"
"Montana",2021,"Multiple.races",277.7,"chlamydia"
"Montana",2021,"Overall",365,"chlamydia"
"Nebraska",2021,"White",270.9,"chlamydia"
"Nebraska",2021,"Black",NA,"chlamydia"
"Nebraska",2021,"Hispanic",573.7,"chlamydia"
"Nebraska",2021,"AmericanIndian_AlaskaNative",NA,"chlamydia"
"Nebraska",2021,"Asian",216,"chlamydia"
"Nebraska",2021,"Native.Hawaiian.or.Pacific.Islander",746.8,"chlamydia"
"Nebraska",2021,"Multiple.races",722.6,"chlamydia"
"Nebraska",2021,"Overall",453,"chlamydia"
"Nevada",2021,"White",335.6,"chlamydia"
"Nevada",2021,"Black",876.3,"chlamydia"
"Nevada",2021,"Hispanic",0,"chlamydia"
"Nevada",2021,"AmericanIndian_AlaskaNative",188.7,"chlamydia"
"Nevada",2021,"Asian",121.3,"chlamydia"
"Nevada",2021,"Native.Hawaiian.or.Pacific.Islander",524.9,"chlamydia"
"Nevada",2021,"Multiple.races",85,"chlamydia"
"Nevada",2021,"Overall",520,"chlamydia"
"New Hampshire",2021,"White",131.6,"chlamydia"
"New Hampshire",2021,"Black",655.2,"chlamydia"
"New Hampshire",2021,"Hispanic",361.4,"chlamydia"
"New Hampshire",2021,"AmericanIndian_AlaskaNative",101.4,"chlamydia"
"New Hampshire",2021,"Asian",59.1,"chlamydia"
"New Hampshire",2021,"Native.Hawaiian.or.Pacific.Islander",722.9,"chlamydia"
"New Hampshire",2021,"Multiple.races",0,"chlamydia"
"New Hampshire",2021,"Overall",218,"chlamydia"
"New Jersey",2021,"White",113.2,"chlamydia"
"New Jersey",2021,"Black",856.3,"chlamydia"
"New Jersey",2021,"Hispanic",363.1,"chlamydia"
"New Jersey",2021,"AmericanIndian_AlaskaNative",0,"chlamydia"
"New Jersey",2021,"Asian",62.6,"chlamydia"
"New Jersey",2021,"Native.Hawaiian.or.Pacific.Islander",0,"chlamydia"
"New Jersey",2021,"Multiple.races",0,"chlamydia"
"New Jersey",2021,"Overall",361,"chlamydia"
"New Mexico",2021,"White",219.2,"chlamydia"
"New Mexico",2021,"Black",906.4,"chlamydia"
"New Mexico",2021,"Hispanic",433.3,"chlamydia"
"New Mexico",2021,"AmericanIndian_AlaskaNative",674.2,"chlamydia"
"New Mexico",2021,"Asian",128.2,"chlamydia"
"New Mexico",2021,"Native.Hawaiian.or.Pacific.Islander",NA,"chlamydia"
"New Mexico",2021,"Multiple.races",180.3,"chlamydia"
"New Mexico",2021,"Overall",588,"chlamydia"
"New York",2021,"White",143.6,"chlamydia"
"New York",2021,"Black",908.8,"chlamydia"
"New York",2021,"Hispanic",423.4,"chlamydia"
"New York",2021,"AmericanIndian_AlaskaNative",330.6,"chlamydia"
"New York",2021,"Asian",118.4,"chlamydia"
"New York",2021,"Native.Hawaiian.or.Pacific.Islander",702.8,"chlamydia"
"New York",2021,"Multiple.races",517.6,"chlamydia"
"New York",2021,"Overall",513,"chlamydia"
"North Carolina",2021,"White",186.4,"chlamydia"
"North Carolina",2021,"Black",NA,"chlamydia"
"North Carolina",2021,"Hispanic",518.6,"chlamydia"
"North Carolina",2021,"AmericanIndian_AlaskaNative",543.9,"chlamydia"
"North Carolina",2021,"Asian",108.6,"chlamydia"
"North Carolina",2021,"Native.Hawaiian.or.Pacific.Islander",NA,"chlamydia"
"North Carolina",2021,"Multiple.races",112.1,"chlamydia"
"North Carolina",2021,"Overall",603,"chlamydia"
"North Dakota",2021,"White",291.8,"chlamydia"
"North Dakota",2021,"Black",NA,"chlamydia"
"North Dakota",2021,"Hispanic",364.1,"chlamydia"
"North Dakota",2021,"AmericanIndian_AlaskaNative",NA,"chlamydia"
"North Dakota",2021,"Asian",200.2,"chlamydia"
"North Dakota",2021,"Native.Hawaiian.or.Pacific.Islander",NA,"chlamydia"
"North Dakota",2021,"Multiple.races",778,"chlamydia"
"North Dakota",2021,"Overall",512,"chlamydia"
"Ohio",2021,"White",189.1,"chlamydia"
"Ohio",2021,"Black",NA,"chlamydia"
"Ohio",2021,"Hispanic",401.1,"chlamydia"
"Ohio",2021,"AmericanIndian_AlaskaNative",235.4,"chlamydia"
"Ohio",2021,"Asian",93.2,"chlamydia"
"Ohio",2021,"Native.Hawaiian.or.Pacific.Islander",NA,"chlamydia"
"Ohio",2021,"Multiple.races",NA,"chlamydia"
"Ohio",2021,"Overall",480,"chlamydia"
"Oklahoma",2021,"White",264.3,"chlamydia"
"Oklahoma",2021,"Black",NA,"chlamydia"
"Oklahoma",2021,"Hispanic",485.4,"chlamydia"
"Oklahoma",2021,"AmericanIndian_AlaskaNative",551.5,"chlamydia"
"Oklahoma",2021,"Asian",104.2,"chlamydia"
"Oklahoma",2021,"Native.Hawaiian.or.Pacific.Islander",783.5,"chlamydia"
"Oklahoma",2021,"Multiple.races",621.9,"chlamydia"
"Oklahoma",2021,"Overall",520,"chlamydia"
"Oregon",2021,"White",177.4,"chlamydia"
"Oregon",2021,"Black",938.9,"chlamydia"
"Oregon",2021,"Hispanic",477.4,"chlamydia"
"Oregon",2021,"AmericanIndian_AlaskaNative",460.8,"chlamydia"
"Oregon",2021,"Asian",135.1,"chlamydia"
"Oregon",2021,"Native.Hawaiian.or.Pacific.Islander",330,"chlamydia"
"Oregon",2021,"Multiple.races",372.5,"chlamydia"
"Oregon",2021,"Overall",367,"chlamydia"
"Pennsylvania",2021,"White",154.7,"chlamydia"
"Pennsylvania",2021,"Black",NA,"chlamydia"
"Pennsylvania",2021,"Hispanic",652,"chlamydia"
"Pennsylvania",2021,"AmericanIndian_AlaskaNative",199.8,"chlamydia"
"Pennsylvania",2021,"Asian",124.7,"chlamydia"
"Pennsylvania",2021,"Native.Hawaiian.or.Pacific.Islander",885.4,"chlamydia"
"Pennsylvania",2021,"Multiple.races",NA,"chlamydia"
"Pennsylvania",2021,"Overall",410,"chlamydia"
"Rhode Island",2021,"White",205.2,"chlamydia"
"Rhode Island",2021,"Black",NA,"chlamydia"
"Rhode Island",2021,"Hispanic",818.5,"chlamydia"
"Rhode Island",2021,"AmericanIndian_AlaskaNative",496.4,"chlamydia"
"Rhode Island",2021,"Asian",230.2,"chlamydia"
"Rhode Island",2021,"Native.Hawaiian.or.Pacific.Islander",721.5,"chlamydia"
"Rhode Island",2021,"Multiple.races",802.1,"chlamydia"
"Rhode Island",2021,"Overall",475,"chlamydia"
"South Carolina",2021,"White",182.8,"chlamydia"
"South Carolina",2021,"Black",916.6,"chlamydia"
"South Carolina",2021,"Hispanic",264.2,"chlamydia"
"South Carolina",2021,"AmericanIndian_AlaskaNative",232.4,"chlamydia"
"South Carolina",2021,"Asian",104.1,"chlamydia"
"South Carolina",2021,"Native.Hawaiian.or.Pacific.Islander",348.1,"chlamydia"
"South Carolina",2021,"Multiple.races",202.5,"chlamydia"
"South Carolina",2021,"Overall",703,"chlamydia"
"South Dakota",2021,"White",261.3,"chlamydia"
"South Dakota",2021,"Black",NA,"chlamydia"
"South Dakota",2021,"Hispanic",760.5,"chlamydia"
"South Dakota",2021,"AmericanIndian_AlaskaNative",NA,"chlamydia"
"South Dakota",2021,"Asian",156.1,"chlamydia"
"South Dakota",2021,"Native.Hawaiian.or.Pacific.Islander",636.9,"chlamydia"
"South Dakota",2021,"Multiple.races",NA,"chlamydia"
"South Dakota",2021,"Overall",542,"chlamydia"
"Tennessee",2021,"White",311.3,"chlamydia"
"Tennessee",2021,"Black",NA,"chlamydia"
"Tennessee",2021,"Hispanic",738.8,"chlamydia"
"Tennessee",2021,"AmericanIndian_AlaskaNative",121,"chlamydia"
"Tennessee",2021,"Asian",165.6,"chlamydia"
"Tennessee",2021,"Native.Hawaiian.or.Pacific.Islander",NA,"chlamydia"
"Tennessee",2021,"Multiple.races",143,"chlamydia"
"Tennessee",2021,"Overall",562,"chlamydia"
"Texas",2021,"White",167.6,"chlamydia"
"Texas",2021,"Black",786.6,"chlamydia"
"Texas",2021,"Hispanic",325.9,"chlamydia"
"Texas",2021,"AmericanIndian_AlaskaNative",152.6,"chlamydia"
"Texas",2021,"Asian",43.2,"chlamydia"
"Texas",2021,"Native.Hawaiian.or.Pacific.Islander",245.1,"chlamydia"
"Texas",2021,"Multiple.races",166.2,"chlamydia"
"Texas",2021,"Overall",507,"chlamydia"
"Utah",2021,"White",235.1,"chlamydia"
"Utah",2021,"Black",NA,"chlamydia"
"Utah",2021,"Hispanic",645.8,"chlamydia"
"Utah",2021,"AmericanIndian_AlaskaNative",628.7,"chlamydia"
"Utah",2021,"Asian",296.5,"chlamydia"
"Utah",2021,"Native.Hawaiian.or.Pacific.Islander",804.2,"chlamydia"
"Utah",2021,"Multiple.races",0,"chlamydia"
"Utah",2021,"Overall",336,"chlamydia"
"Vermont",2021,"White",77.1,"chlamydia"
"Vermont",2021,"Black",633.3,"chlamydia"
"Vermont",2021,"Hispanic",132.1,"chlamydia"
"Vermont",2021,"AmericanIndian_AlaskaNative",48,"chlamydia"
"Vermont",2021,"Asian",148.8,"chlamydia"
"Vermont",2021,"Native.Hawaiian.or.Pacific.Islander",534.8,"chlamydia"
"Vermont",2021,"Multiple.races",129.9,"chlamydia"
"Vermont",2021,"Overall",141,"chlamydia"
"Virginia",2021,"White",130.5,"chlamydia"
"Virginia",2021,"Black",819.4,"chlamydia"
"Virginia",2021,"Hispanic",307.6,"chlamydia"
"Virginia",2021,"AmericanIndian_AlaskaNative",207.4,"chlamydia"
"Virginia",2021,"Asian",56.9,"chlamydia"
"Virginia",2021,"Native.Hawaiian.or.Pacific.Islander",914.4,"chlamydia"
"Virginia",2021,"Multiple.races",96.1,"chlamydia"
"Virginia",2021,"Overall",468,"chlamydia"
"Washington",2021,"White",159.2,"chlamydia"
"Washington",2021,"Black",638.1,"chlamydia"
"Washington",2021,"Hispanic",410.1,"chlamydia"
"Washington",2021,"AmericanIndian_AlaskaNative",464.8,"chlamydia"
"Washington",2021,"Asian",78.2,"chlamydia"
"Washington",2021,"Native.Hawaiian.or.Pacific.Islander",565.5,"chlamydia"
"Washington",2021,"Multiple.races",146.6,"chlamydia"
"Washington",2021,"Overall",383,"chlamydia"
"West Virginia",2021,"White",194.2,"chlamydia"
"West Virginia",2021,"Black",960,"chlamydia"
"West Virginia",2021,"Hispanic",204.8,"chlamydia"
"West Virginia",2021,"AmericanIndian_AlaskaNative",0,"chlamydia"
"West Virginia",2021,"Asian",78.1,"chlamydia"
"West Virginia",2021,"Native.Hawaiian.or.Pacific.Islander",507.6,"chlamydia"
"West Virginia",2021,"Multiple.races",704.1,"chlamydia"
"West Virginia",2021,"Overall",293,"chlamydia"
"Wisconsin",2021,"White",231.8,"chlamydia"
"Wisconsin",2021,"Black",NA,"chlamydia"
"Wisconsin",2021,"Hispanic",710.7,"chlamydia"
"Wisconsin",2021,"AmericanIndian_AlaskaNative",712.1,"chlamydia"
"Wisconsin",2021,"Asian",237.6,"chlamydia"
"Wisconsin",2021,"Native.Hawaiian.or.Pacific.Islander",NA,"chlamydia"
"Wisconsin",2021,"Multiple.races",66.4,"chlamydia"
"Wisconsin",2021,"Overall",472,"chlamydia"
"Wyoming",2021,"White",42.1,"chlamydia"
"Wyoming",2021,"Black",216.1,"chlamydia"
"Wyoming",2021,"Hispanic",270.1,"chlamydia"
"Wyoming",2021,"AmericanIndian_AlaskaNative",312.9,"chlamydia"
"Wyoming",2021,"Asian",17.3,"chlamydia"
"Wyoming",2021,"Native.Hawaiian.or.Pacific.Islander",251.9,"chlamydia"
"Wyoming",2021,"Multiple.races",0,"chlamydia"
"Wyoming",2021,"Overall",359,"chlamydia"
"United States",2022,"White",184.3,"chlamydia"
"United States",2022,"Black",1113.3,"chlamydia"
"United States",2022,"Hispanic",368,"chlamydia"
"United States",2022,"AmericanIndian_AlaskaNative",716.6,"chlamydia"
"United States",2022,"Asian",100.6,"chlamydia"
"United States",2022,"Native.Hawaiian.or.Pacific.Islander",566.7,"chlamydia"
"United States",2022,"Multiple.races",355.6,"chlamydia"
"United States",2022,"Overall",495,"chlamydia"
"Alabama",2022,"White",159.3,"chlamydia"
"Alabama",2022,"Black",920.5,"chlamydia"
"Alabama",2022,"Hispanic",200.6,"chlamydia"
"Alabama",2022,"AmericanIndian_AlaskaNative",188.8,"chlamydia"
"Alabama",2022,"Asian",105.7,"chlamydia"
"Alabama",2022,"Native.Hawaiian.or.Pacific.Islander",561.6,"chlamydia"
"Alabama",2022,"Multiple.races",202.4,"chlamydia"
"Alabama",2022,"Overall",612.1,"chlamydia"
"Alaska",2022,"White",215.9,"chlamydia"
"Alaska",2022,"Black",1385.1,"chlamydia"
"Alaska",2022,"Hispanic",431.9,"chlamydia"
"Alaska",2022,"AmericanIndian_AlaskaNative",2383.6,"chlamydia"
"Alaska",2022,"Asian",196.4,"chlamydia"
"Alaska",2022,"Native.Hawaiian.or.Pacific.Islander",1071.9,"chlamydia"
"Alaska",2022,"Multiple.races",876.6,"chlamydia"
"Alaska",2022,"Overall",727.7,"chlamydia"
"Arizona",2022,"White",166.8,"chlamydia"
"Arizona",2022,"Black",1042.5,"chlamydia"
"Arizona",2022,"Hispanic",478.9,"chlamydia"
"Arizona",2022,"AmericanIndian_AlaskaNative",847.2,"chlamydia"
"Arizona",2022,"Asian",124.4,"chlamydia"
"Arizona",2022,"Native.Hawaiian.or.Pacific.Islander",524.9,"chlamydia"
"Arizona",2022,"Multiple.races",301.2,"chlamydia"
"Arizona",2022,"Overall",554.4,"chlamydia"
"Arkansas",2022,"White",208,"chlamydia"
"Arkansas",2022,"Black",1510.9,"chlamydia"
"Arkansas",2022,"Hispanic",219.9,"chlamydia"
"Arkansas",2022,"AmericanIndian_AlaskaNative",91.3,"chlamydia"
"Arkansas",2022,"Asian",118.1,"chlamydia"
"Arkansas",2022,"Native.Hawaiian.or.Pacific.Islander",708.5,"chlamydia"
"Arkansas",2022,"Multiple.races",455.6,"chlamydia"
"Arkansas",2022,"Overall",588.3,"chlamydia"
"California",2022,"White",149.9,"chlamydia"
"California",2022,"Black",567.2,"chlamydia"
"California",2022,"Hispanic",230.7,"chlamydia"
"California",2022,"AmericanIndian_AlaskaNative",209.8,"chlamydia"
"California",2022,"Asian",70.7,"chlamydia"
"California",2022,"Native.Hawaiian.or.Pacific.Islander",333.8,"chlamydia"
"California",2022,"Multiple.races",21.3,"chlamydia"
"California",2022,"Overall",493.6,"chlamydia"
"Colorado",2022,"White",191.7,"chlamydia"
"Colorado",2022,"Black",1106,"chlamydia"
"Colorado",2022,"Hispanic",700.9,"chlamydia"
"Colorado",2022,"AmericanIndian_AlaskaNative",606,"chlamydia"
"Colorado",2022,"Asian",160.1,"chlamydia"
"Colorado",2022,"Native.Hawaiian.or.Pacific.Islander",1000.5,"chlamydia"
"Colorado",2022,"Multiple.races",179,"chlamydia"
"Colorado",2022,"Overall",456.3,"chlamydia"
"Connecticut",2022,"White",73,"chlamydia"
"Connecticut",2022,"Black",492.2,"chlamydia"
"Connecticut",2022,"Hispanic",0,"chlamydia"
"Connecticut",2022,"AmericanIndian_AlaskaNative",134.8,"chlamydia"
"Connecticut",2022,"Asian",27.4,"chlamydia"
"Connecticut",2022,"Native.Hawaiian.or.Pacific.Islander",0,"chlamydia"
"Connecticut",2022,"Multiple.races",0,"chlamydia"
"Connecticut",2022,"Overall",351.3,"chlamydia"
"Delaware",2022,"White",109,"chlamydia"
"Delaware",2022,"Black",906,"chlamydia"
